tSigma	L	C	S	PYRAMIDLVL	TARGET	response_type	statistic	eccentricity
NaN	1	1	1	1	1	Eabs	mean	0
NaN	1	1	2	1	1	Eabs	mean	0
NaN	1	1	3	1	1	Eabs	mean	0
NaN	1	1	4	1	1	Eabs	mean	0
NaN	1	1	5	1	1	Eabs	mean	0
NaN	1	1	6	1	1	Eabs	mean	0
NaN	1	1	7	1	1	Eabs	mean	0
NaN	1	1	8	1	1	Eabs	mean	0
NaN	1	1	9	1	1	Eabs	mean	0
NaN	1	1	10	1	1	Eabs	mean	0
NaN	1	2	1	1	1	Eabs	mean	0
NaN	1	2	2	1	1	Eabs	mean	0
NaN	1	2	3	1	1	Eabs	mean	0
NaN	1	2	4	1	1	Eabs	mean	0
NaN	1	2	5	1	1	Eabs	mean	0
NaN	1	2	6	1	1	Eabs	mean	0
NaN	1	2	7	1	1	Eabs	mean	0
NaN	1	2	8	1	1	Eabs	mean	0
NaN	1	2	9	1	1	Eabs	mean	0
NaN	1	2	10	1	1	Eabs	mean	0
NaN	1	3	1	1	1	Eabs	mean	0
338.701685	1	3	2	1	1	Eabs	mean	0
337.171048	1	3	3	1	1	Eabs	mean	0
329.429428	1	3	4	1	1	Eabs	mean	0
314.781737	1	3	5	1	1	Eabs	mean	0
306.065892	1	3	6	1	1	Eabs	mean	0
292.938452	1	3	7	1	1	Eabs	mean	0
286.442994	1	3	8	1	1	Eabs	mean	0
268.163968	1	3	9	1	1	Eabs	mean	0
253.281007	1	3	10	1	1	Eabs	mean	0
468.669666	1	4	1	1	1	Eabs	mean	0
477.408007	1	4	2	1	1	Eabs	mean	0
486.517554	1	4	3	1	1	Eabs	mean	0
483.731823	1	4	4	1	1	Eabs	mean	0
455.064851	1	4	5	1	1	Eabs	mean	0
448.171484	1	4	6	1	1	Eabs	mean	0
433.224844	1	4	7	1	1	Eabs	mean	0
407.499962	1	4	8	1	1	Eabs	mean	0
388.128238	1	4	9	1	1	Eabs	mean	0
345.157579	1	4	10	1	1	Eabs	mean	0
705.855867	1	5	1	1	1	Eabs	mean	0
703.330385	1	5	2	1	1	Eabs	mean	0
692.505534	1	5	3	1	1	Eabs	mean	0
676.492507	1	5	4	1	1	Eabs	mean	0
657.299188	1	5	5	1	1	Eabs	mean	0
638.399220	1	5	6	1	1	Eabs	mean	0
620.593402	1	5	7	1	1	Eabs	mean	0
594.980139	1	5	8	1	1	Eabs	mean	0
561.276134	1	5	9	1	1	Eabs	mean	0
507.165651	1	5	10	1	1	Eabs	mean	0
972.682321	1	6	1	1	1	Eabs	mean	0
965.553533	1	6	2	1	1	Eabs	mean	0
954.333850	1	6	3	1	1	Eabs	mean	0
936.451987	1	6	4	1	1	Eabs	mean	0
914.003417	1	6	5	1	1	Eabs	mean	0
888.257271	1	6	6	1	1	Eabs	mean	0
868.117639	1	6	7	1	1	Eabs	mean	0
843.121456	1	6	8	1	1	Eabs	mean	0
803.790613	1	6	9	1	1	Eabs	mean	0
733.882716	1	6	10	1	1	Eabs	mean	0
1307.675518	1	7	1	1	1	Eabs	mean	0
1315.587298	1	7	2	1	1	Eabs	mean	0
1304.761776	1	7	3	1	1	Eabs	mean	0
1284.255501	1	7	4	1	1	Eabs	mean	0
1254.813877	1	7	5	1	1	Eabs	mean	0
1219.578239	1	7	6	1	1	Eabs	mean	0
1191.649531	1	7	7	1	1	Eabs	mean	0
1159.893682	1	7	8	1	1	Eabs	mean	0
1109.700554	1	7	9	1	1	Eabs	mean	0
1035.679068	1	7	10	1	1	Eabs	mean	0
1723.457392	1	8	1	1	1	Eabs	mean	0
1770.389393	1	8	2	1	1	Eabs	mean	0
1783.402408	1	8	3	1	1	Eabs	mean	0
1763.929491	1	8	4	1	1	Eabs	mean	0
1720.878822	1	8	5	1	1	Eabs	mean	0
1678.015563	1	8	6	1	1	Eabs	mean	0
1638.695027	1	8	7	1	1	Eabs	mean	0
1588.015486	1	8	8	1	1	Eabs	mean	0
1528.797237	1	8	9	1	1	Eabs	mean	0
1422.679920	1	8	10	1	1	Eabs	mean	0
2216.527075	1	9	1	1	1	Eabs	mean	0
2379.279637	1	9	2	1	1	Eabs	mean	0
2444.840464	1	9	3	1	1	Eabs	mean	0
2425.696987	1	9	4	1	1	Eabs	mean	0
2363.834137	1	9	5	1	1	Eabs	mean	0
2292.927686	1	9	6	1	1	Eabs	mean	0
2225.178856	1	9	7	1	1	Eabs	mean	0
2166.091773	1	9	8	1	1	Eabs	mean	0
2091.837389	1	9	9	1	1	Eabs	mean	0
1954.960130	1	9	10	1	1	Eabs	mean	0
2977.441744	1	10	1	1	1	Eabs	mean	0
3439.109532	1	10	2	1	1	Eabs	mean	0
3522.608163	1	10	3	1	1	Eabs	mean	0
3451.038302	1	10	4	1	1	Eabs	mean	0
3266.562993	1	10	5	1	1	Eabs	mean	0
3092.369536	1	10	6	1	1	Eabs	mean	0
2990.508358	1	10	7	1	1	Eabs	mean	0
2914.423977	1	10	8	1	1	Eabs	mean	0
2855.759067	1	10	9	1	1	Eabs	mean	0
2698.688723	1	10	10	1	1	Eabs	mean	0
NaN	2	1	1	1	1	Eabs	mean	0
NaN	2	1	2	1	1	Eabs	mean	0
NaN	2	1	3	1	1	Eabs	mean	0
NaN	2	1	4	1	1	Eabs	mean	0
NaN	2	1	5	1	1	Eabs	mean	0
NaN	2	1	6	1	1	Eabs	mean	0
NaN	2	1	7	1	1	Eabs	mean	0
NaN	2	1	8	1	1	Eabs	mean	0
NaN	2	1	9	1	1	Eabs	mean	0
NaN	2	1	10	1	1	Eabs	mean	0
NaN	2	2	1	1	1	Eabs	mean	0
NaN	2	2	2	1	1	Eabs	mean	0
326.527346	2	2	3	1	1	Eabs	mean	0
304.465915	2	2	4	1	1	Eabs	mean	0
305.110585	2	2	5	1	1	Eabs	mean	0
299.004600	2	2	6	1	1	Eabs	mean	0
291.795197	2	2	7	1	1	Eabs	mean	0
281.134320	2	2	8	1	1	Eabs	mean	0
NaN	2	2	9	1	1	Eabs	mean	0
NaN	2	2	10	1	1	Eabs	mean	0
434.508607	2	3	1	1	1	Eabs	mean	0
439.421613	2	3	2	1	1	Eabs	mean	0
