tSigma	L	C	S	PYRAMIDLVL	TARGET	response_type	statistic	eccentricity	N
313.708483	5	8	9	1	1	tMatch	sigma	1	248452
386.081841	5	8	10	1	1	tMatch	sigma	1	163447
95.190586	5	9	1	1	1	tMatch	sigma	1	20914
106.865058	5	9	2	1	1	tMatch	sigma	1	49708
123.362095	5	9	3	1	1	tMatch	sigma	1	109635
146.721727	5	9	4	1	1	tMatch	sigma	1	206957
181.511845	5	9	5	1	1	tMatch	sigma	1	320637
230.757074	5	9	6	1	1	tMatch	sigma	1	396135
295.464875	5	9	7	1	1	tMatch	sigma	1	397277
372.166684	5	9	8	1	1	tMatch	sigma	1	345435
460.213744	5	9	9	1	1	tMatch	sigma	1	259939
563.052730	5	9	10	1	1	tMatch	sigma	1	166988
142.355280	5	10	1	1	1	tMatch	sigma	1	13435
157.805823	5	10	2	1	1	tMatch	sigma	1	30920
178.375378	5	10	3	1	1	tMatch	sigma	1	70574
212.533503	5	10	4	1	1	tMatch	sigma	1	140176
264.494163	5	10	5	1	1	tMatch	sigma	1	224332
336.677335	5	10	6	1	1	tMatch	sigma	1	285146
428.663941	5	10	7	1	1	tMatch	sigma	1	300035
538.978276	5	10	8	1	1	tMatch	sigma	1	267334
664.740284	5	10	9	1	1	tMatch	sigma	1	201200
807.495950	5	10	10	1	1	tMatch	sigma	1	124859
5.150918	6	1	1	1	1	tMatch	sigma	1	2478
6.491511	6	1	2	1	1	tMatch	sigma	1	3452
8.378953	6	1	3	1	1	tMatch	sigma	1	3891
10.662393	6	1	4	1	1	tMatch	sigma	1	4598
14.955009	6	1	5	1	1	tMatch	sigma	1	4599
20.862036	6	1	6	1	1	tMatch	sigma	1	3926
27.114420	6	1	7	1	1	tMatch	sigma	1	3301
32.963197	6	1	8	1	1	tMatch	sigma	1	2749
40.221999	6	1	9	1	1	tMatch	sigma	1	2114
48.642997	6	1	10	1	1	tMatch	sigma	1	1159
8.660035	6	2	1	1	1	tMatch	sigma	1	252
10.266620	6	2	2	1	1	tMatch	sigma	1	583
12.315291	6	2	3	1	1	tMatch	sigma	1	1190
13.218680	6	2	4	1	1	tMatch	sigma	1	2640
17.085507	6	2	5	1	1	tMatch	sigma	1	5199
25.388767	6	2	6	1	1	tMatch	sigma	1	5701
33.924475	6	2	7	1	1	tMatch	sigma	1	5247
43.086951	6	2	8	1	1	tMatch	sigma	1	4947
52.715063	6	2	9	1	1	tMatch	sigma	1	4738
63.822857	6	2	10	1	1	tMatch	sigma	1	4411
14.685571	6	3	1	1	1	tMatch	sigma	1	874
16.245664	6	3	2	1	1	tMatch	sigma	1	1591
19.414922	6	3	3	1	1	tMatch	sigma	1	2548
22.395373	6	3	4	1	1	tMatch	sigma	1	4259
25.718205	6	3	5	1	1	tMatch	sigma	1	7912
35.127896	6	3	6	1	1	tMatch	sigma	1	9318
46.403533	6	3	7	1	1	tMatch	sigma	1	8968
58.621304	6	3	8	1	1	tMatch	sigma	1	8351
71.148137	6	3	9	1	1	tMatch	sigma	1	7627
86.634464	6	3	10	1	1	tMatch	sigma	1	7188
21.616447	6	4	1	1	1	tMatch	sigma	1	2466
24.960541	6	4	2	1	1	tMatch	sigma	1	4315
28.312706	6	4	3	1	1	tMatch	sigma	1	7219
32.768372	6	4	4	1	1	tMatch	sigma	1	11343
39.137268	6	4	5	1	1	tMatch	sigma	1	16828
50.162127	6	4	6	1	1	tMatch	sigma	1	19586
63.919695	6	4	7	1	1	tMatch	sigma	1	19433
80.697993	6	4	8	1	1	tMatch	sigma	1	18093
98.562048	6	4	9	1	1	tMatch	sigma	1	15657
120.738482	6	4	10	1	1	tMatch	sigma	1	13337
32.502293	6	5	1	1	1	tMatch	sigma	1	4842
36.031282	6	5	2	1	1	tMatch	sigma	1	9149
40.540447	6	5	3	1	1	tMatch	sigma	1	16651
46.923977	6	5	4	1	1	tMatch	sigma	1	27716
56.396311	6	5	5	1	1	tMatch	sigma	1	41364
71.228333	6	5	6	1	1	tMatch	sigma	1	49411
90.502449	6	5	7	1	1	tMatch	sigma	1	49281
114.136749	6	5	8	1	1	tMatch	sigma	1	44044
140.622713	6	5	9	1	1	tMatch	sigma	1	36869
172.658009	6	5	10	1	1	tMatch	sigma	1	28522
44.164347	6	6	1	1	1	tMatch	sigma	1	9267
49.000404	6	6	2	1	1	tMatch	sigma	1	20935
56.317229	6	6	3	1	1	tMatch	sigma	1	42941
66.539659	6	6	4	1	1	tMatch	sigma	1	76667
81.575615	6	6	5	1	1	tMatch	sigma	1	115458
103.023374	6	6	6	1	1	tMatch	sigma	1	139977
131.195172	6	6	7	1	1	tMatch	sigma	1	138074
165.818538	6	6	8	1	1	tMatch	sigma	1	118570
205.076184	6	6	9	1	1	tMatch	sigma	1	93656
251.825866	6	6	10	1	1	tMatch	sigma	1	65651
62.633933	6	7	1	1	1	tMatch	sigma	1	17235
69.647605	6	7	2	1	1	tMatch	sigma	1	42423
80.935412	6	7	3	1	1	tMatch	sigma	1	90806
96.033609	6	7	4	1	1	tMatch	sigma	1	167624
118.461093	6	7	5	1	1	tMatch	sigma	1	255217
149.759917	6	7	6	1	1	tMatch	sigma	1	313191
191.587703	6	7	7	1	1	tMatch	sigma	1	311057
242.450708	6	7	8	1	1	tMatch	sigma	1	265767
300.500252	6	7	9	1	1	tMatch	sigma	1	202871
370.104702	6	7	10	1	1	tMatch	sigma	1	135816
91.743518	6	8	1	1	1	tMatch	sigma	1	25321
102.986494	6	8	2	1	1	tMatch	sigma	1	59966
119.884491	6	8	3	1	1	tMatch	sigma	1	126416
142.033010	6	8	4	1	1	tMatch	sigma	1	233606
174.303785	6	8	5	1	1	tMatch	sigma	1	357876
220.362785	6	8	6	1	1	tMatch	sigma	1	440327
281.671260	6	8	7	1	1	tMatch	sigma	1	439983
355.605821	6	8	8	1	1	tMatch	sigma	1	384185
440.773901	6	8	9	1	1	tMatch	sigma	1	297613
541.287522	6	8	10	1	1	tMatch	sigma	1	201583
134.966494	6	9	1	1	1	tMatch	sigma	1	24889
151.454115	6	9	2	1	1	tMatch	sigma	1	57377
174.087529	6	9	3	1	1	tMatch	sigma	1	121750
206.326872	6	9	4	1	1	tMatch	sigma	1	229335
255.160324	6	9	5	1	1	tMatch	sigma	1	353229
323.405376	6	9	6	1	1	tMatch	sigma	1	435680
413.662017	6	9	7	1	1	tMatch	sigma	1	442528
522.418149	6	9	8	1	1	tMatch	sigma	1	387402
645.981516	6	9	9	1	1	tMatch	sigma	1	300422
790.214141	6	9	10	1	1	tMatch	sigma	1	200034
201.063270	6	10	1	1	1	tMatch	sigma	1	15077
222.315969	6	10	2	1	1	tMatch	sigma	1	34284
251.962397	6	10	3	1	1	tMatch	sigma	1	74937
298.156527	6	10	4	1	1	tMatch	sigma	1	147000
369.579600	6	10	5	1	1	tMatch	sigma	1	235121
471.175429	6	10	6	1	1	tMatch	sigma	1	300877
600.249718	6	10	7	1	1	tMatch	sigma	1	321681
755.721191	6	10	8	1	1	tMatch	sigma	1	292436
934.573976	6	10	9	1	1	tMatch	sigma	1	227534
1139.207829	6	10	10	1	1	tMatch	sigma	1	148053
8.592884	7	1	1	1	1	tMatch	sigma	1	959
10.080673	7	1	2	1	1	tMatch	sigma	1	1492
12.020458	7	1	3	1	1	tMatch	sigma	1	2364
13.877992	7	1	4	1	1	tMatch	sigma	1	4244
18.156940	7	1	5	1	1	tMatch	sigma	1	6072
25.429298	7	1	6	1	1	tMatch	sigma	1	6134
33.588944	7	1	7	1	1	tMatch	sigma	1	5530
41.832219	7	1	8	1	1	tMatch	sigma	1	5043
51.076527	7	1	9	1	1	tMatch	sigma	1	4241
62.162650	7	1	10	1	1	tMatch	sigma	1	3065
11.901900	7	2	1	1	1	tMatch	sigma	1	493
14.647372	7	2	2	1	1	tMatch	sigma	1	1080
17.397398	7	2	3	1	1	tMatch	sigma	1	1949
19.822166	7	2	4	1	1	tMatch	sigma	1	3567
24.126225	7	2	5	1	1	tMatch	sigma	1	6919
33.923474	7	2	6	1	1	tMatch	sigma	1	8166
44.911068	7	2	7	1	1	tMatch	sigma	1	8012
56.487412	7	2	8	1	1	tMatch	sigma	1	7345
70.122174	7	2	9	1	1	tMatch	sigma	1	6543
84.629887	7	2	10	1	1	tMatch	sigma	1	6035
19.893624	7	3	1	1	1	tMatch	sigma	1	899
22.327973	7	3	2	1	1	tMatch	sigma	1	1748
27.172838	7	3	3	1	1	tMatch	sigma	1	3126
30.735891	7	3	4	1	1	tMatch	sigma	1	5470
35.771384	7	3	5	1	1	tMatch	sigma	1	10126
47.026853	7	3	6	1	1	tMatch	sigma	1	12668
62.154419	7	3	7	1	1	tMatch	sigma	1	12937
79.035750	7	3	8	1	1	tMatch	sigma	1	12181
97.108405	7	3	9	1	1	tMatch	sigma	1	11108
118.341760	7	3	10	1	1	tMatch	sigma	1	9913
31.888941	7	4	1	1	1	tMatch	sigma	1	2924
35.531373	7	4	2	1	1	tMatch	sigma	1	5130
40.944088	7	4	3	1	1	tMatch	sigma	1	8289
46.715270	7	4	4	1	1	tMatch	sigma	1	13396
54.171131	7	4	5	1	1	tMatch	sigma	1	21164
68.732128	7	4	6	1	1	tMatch	sigma	1	26250
88.212926	7	4	7	1	1	tMatch	sigma	1	27439
111.272621	7	4	8	1	1	tMatch	sigma	1	25682
136.057569	7	4	9	1	1	tMatch	sigma	1	22692
167.341017	7	4	10	1	1	tMatch	sigma	1	19237
47.322663	7	5	1	1	1	tMatch	sigma	1	7523
52.674798	7	5	2	1	1	tMatch	sigma	1	13475
58.955194	7	5	3	1	1	tMatch	sigma	1	23471
67.404738	7	5	4	1	1	tMatch	sigma	1	37816
79.742294	7	5	5	1	1	tMatch	sigma	1	56319
99.799236	7	5	6	1	1	tMatch	sigma	1	67707
125.626246	7	5	7	1	1	tMatch	sigma	1	69541
158.519883	7	5	8	1	1	tMatch	sigma	1	63390
195.520157	7	5	9	1	1	tMatch	sigma	1	53168
239.925082	7	5	10	1	1	tMatch	sigma	1	40952
63.445039	7	6	1	1	1	tMatch	sigma	1	12446
70.160568	7	6	2	1	1	tMatch	sigma	1	27213
79.806969	7	6	3	1	1	tMatch	sigma	1	54119
94.011911	7	6	4	1	1	tMatch	sigma	1	97051
114.563552	7	6	5	1	1	tMatch	sigma	1	148221
143.702726	7	6	6	1	1	tMatch	sigma	1	182080
182.715863	7	6	7	1	1	tMatch	sigma	1	184108
231.091632	7	6	8	1	1	tMatch	sigma	1	161110
285.408997	7	6	9	1	1	tMatch	sigma	1	128871
351.934615	7	6	10	1	1	tMatch	sigma	1	91328
87.536227	7	7	1	1	1	tMatch	sigma	1	22239
99.651197	7	7	2	1	1	tMatch	sigma	1	52168
115.228364	7	7	3	1	1	tMatch	sigma	1	110107
136.152306	7	7	4	1	1	tMatch	sigma	1	202859
166.887677	7	7	5	1	1	tMatch	sigma	1	310614
210.878056	7	7	6	1	1	tMatch	sigma	1	383645
268.465800	7	7	7	1	1	tMatch	sigma	1	385088
338.810043	7	7	8	1	1	tMatch	sigma	1	333972
420.039983	7	7	9	1	1	tMatch	sigma	1	262422
516.371354	7	7	10	1	1	tMatch	sigma	1	178938
129.724297	7	8	1	1	1	tMatch	sigma	1	31562
146.264872	7	8	2	1	1	tMatch	sigma	1	73304
168.942463	7	8	3	1	1	tMatch	sigma	1	151918
200.387824	7	8	4	1	1	tMatch	sigma	1	278107
245.466971	7	8	5	1	1	tMatch	sigma	1	425006
309.653382	7	8	6	1	1	tMatch	sigma	1	521414
394.387979	7	8	7	1	1	tMatch	sigma	1	523795
497.741434	7	8	8	1	1	tMatch	sigma	1	461076
615.947178	7	8	9	1	1	tMatch	sigma	1	363643
758.246505	7	8	10	1	1	tMatch	sigma	1	250895
190.758009	7	9	1	1	1	tMatch	sigma	1	28446
213.325109	7	9	2	1	1	tMatch	sigma	1	62999
244.182779	7	9	3	1	1	tMatch	sigma	1	131714
290.377524	7	9	4	1	1	tMatch	sigma	1	245437
358.251169	7	9	5	1	1	tMatch	sigma	1	377638
453.461776	7	9	6	1	1	tMatch	sigma	1	466618
579.089799	7	9	7	1	1	tMatch	sigma	1	477662
729.261754	7	9	8	1	1	tMatch	sigma	1	424120
902.557794	7	9	9	1	1	tMatch	sigma	1	336780
1107.597310	7	9	10	1	1	tMatch	sigma	1	230478
283.929560	7	10	1	1	1	tMatch	sigma	1	15407
313.526450	7	10	2	1	1	tMatch	sigma	1	32648
354.411805	7	10	3	1	1	tMatch	sigma	1	69797
416.771013	7	10	4	1	1	tMatch	sigma	1	134918
517.744444	7	10	5	1	1	tMatch	sigma	1	214214
658.128443	7	10	6	1	1	tMatch	sigma	1	281194
839.316180	7	10	7	1	1	tMatch	sigma	1	304474
1056.420909	7	10	8	1	1	tMatch	sigma	1	288391
1311.542111	7	10	9	1	1	tMatch	sigma	1	234979
1607.977350	7	10	10	1	1	tMatch	sigma	1	161087
10.987602	8	1	1	1	1	tMatch	sigma	1	395
13.270582	8	1	2	1	1	tMatch	sigma	1	766
15.929167	8	1	3	1	1	tMatch	sigma	1	1484
17.417941	8	1	4	1	1	tMatch	sigma	1	3637
21.824740	8	1	5	1	1	tMatch	sigma	1	7881
31.538294	8	1	6	1	1	tMatch	sigma	1	9510
42.768505	8	1	7	1	1	tMatch	sigma	1	9410
54.621259	8	1	8	1	1	tMatch	sigma	1	8687
67.603717	8	1	9	1	1	tMatch	sigma	1	7804
82.762199	8	1	10	1	1	tMatch	sigma	1	6371
18.025312	8	2	1	1	1	tMatch	sigma	1	415
21.414860	8	2	2	1	1	tMatch	sigma	1	881
24.153175	8	2	3	1	1	tMatch	sigma	1	1783
27.218312	8	2	4	1	1	tMatch	sigma	1	3748
31.601755	8	2	5	1	1	tMatch	sigma	1	9173
44.294309	8	2	6	1	1	tMatch	sigma	1	12709
60.258678	8	2	7	1	1	tMatch	sigma	1	12977
77.014179	8	2	8	1	1	tMatch	sigma	1	12414
94.422919	8	2	9	1	1	tMatch	sigma	1	11375
115.484650	8	2	10	1	1	tMatch	sigma	1	10772
30.286331	8	3	1	1	1	tMatch	sigma	1	1462
34.961352	8	3	2	1	1	tMatch	sigma	1	2452
38.660035	8	3	3	1	1	tMatch	sigma	1	4222
43.464374	8	3	4	1	1	tMatch	sigma	1	7456
49.233968	8	3	5	1	1	tMatch	sigma	1	14039
64.803786	8	3	6	1	1	tMatch	sigma	1	19302
84.911976	8	3	7	1	1	tMatch	sigma	1	20443
108.519098	8	3	8	1	1	tMatch	sigma	1	20027
133.556208	8	3	9	1	1	tMatch	sigma	1	18659
162.616604	8	3	10	1	1	tMatch	sigma	1	17107
45.313057	8	4	1	1	1	tMatch	sigma	1	5076
52.543651	8	4	2	1	1	tMatch	sigma	1	8014
59.400660	8	4	3	1	1	tMatch	sigma	1	12140
66.733821	8	4	4	1	1	tMatch	sigma	1	18321
75.582007	8	4	5	1	1	tMatch	sigma	1	28928
95.477884	8	4	6	1	1	tMatch	sigma	1	36949
121.291928	8	4	7	1	1	tMatch	sigma	1	39204
152.885368	8	4	8	1	1	tMatch	sigma	1	38025
188.768837	8	4	9	1	1	tMatch	sigma	1	34413
231.321406	8	4	10	1	1	tMatch	sigma	1	30119
67.148891	8	5	1	1	1	tMatch	sigma	1	11933
74.862790	8	5	2	1	1	tMatch	sigma	1	19574
84.507798	8	5	3	1	1	tMatch	sigma	1	31630
95.120458	8	5	4	1	1	tMatch	sigma	1	49311
112.135902	8	5	5	1	1	tMatch	sigma	1	72156
138.443799	8	5	6	1	1	tMatch	sigma	1	89145
174.502366	8	5	7	1	1	tMatch	sigma	1	92710
219.498707	8	5	8	1	1	tMatch	sigma	1	85339
271.476505	8	5	9	1	1	tMatch	sigma	1	73392
334.194030	8	5	10	1	1	tMatch	sigma	1	57040
90.826046	8	6	1	1	1	tMatch	sigma	1	19387
100.548851	8	6	2	1	1	tMatch	sigma	1	39517
114.725185	8	6	3	1	1	tMatch	sigma	1	74933
133.455318	8	6	4	1	1	tMatch	sigma	1	130011
161.538381	8	6	5	1	1	tMatch	sigma	1	193242
202.072545	8	6	6	1	1	tMatch	sigma	1	235209
256.068321	8	6	7	1	1	tMatch	sigma	1	236528
322.629419	8	6	8	1	1	tMatch	sigma	1	208146
398.630565	8	6	9	1	1	tMatch	sigma	1	167261
490.567845	8	6	10	1	1	tMatch	sigma	1	118227
123.617683	8	7	1	1	1	tMatch	sigma	1	30225
140.330015	8	7	2	1	1	tMatch	sigma	1	68909
161.985895	8	7	3	1	1	tMatch	sigma	1	142185
191.805896	8	7	4	1	1	tMatch	sigma	1	258052
234.242705	8	7	5	1	1	tMatch	sigma	1	391393
294.907962	8	7	6	1	1	tMatch	sigma	1	479427
374.983714	8	7	7	1	1	tMatch	sigma	1	480687
473.740515	8	7	8	1	1	tMatch	sigma	1	418745
586.612567	8	7	9	1	1	tMatch	sigma	1	325963
723.207396	8	7	10	1	1	tMatch	sigma	1	221068
180.286891	8	8	1	1	1	tMatch	sigma	1	37232
205.469525	8	8	2	1	1	tMatch	sigma	1	84191
237.656602	8	8	3	1	1	tMatch	sigma	1	172797
280.477877	8	8	4	1	1	tMatch	sigma	1	314399
343.231677	8	8	5	1	1	tMatch	sigma	1	479189
432.522345	8	8	6	1	1	tMatch	sigma	1	589394
550.282679	8	8	7	1	1	tMatch	sigma	1	594871
692.797785	8	8	8	1	1	tMatch	sigma	1	525336
857.336597	8	8	9	1	1	tMatch	sigma	1	417590
1058.610576	8	8	10	1	1	tMatch	sigma	1	289238
267.269233	8	9	1	1	1	tMatch	sigma	1	28638
301.689870	8	9	2	1	1	tMatch	sigma	1	61441
343.120406	8	9	3	1	1	tMatch	sigma	1	125282
406.381940	8	9	4	1	1	tMatch	sigma	1	231781
500.368633	8	9	5	1	1	tMatch	sigma	1	356569
631.631354	8	9	6	1	1	tMatch	sigma	1	442647
805.588293	8	9	7	1	1	tMatch	sigma	1	459977
1015.791300	8	9	8	1	1	tMatch	sigma	1	418417
1258.502462	8	9	9	1	1	tMatch	sigma	1	341956
1550.868496	8	9	10	1	1	tMatch	sigma	1	241057
386.361967	8	10	1	1	1	tMatch	sigma	1	12834
438.211519	8	10	2	1	1	tMatch	sigma	1	25608
490.086135	8	10	3	1	1	tMatch	sigma	1	52262
579.936837	8	10	4	1	1	tMatch	sigma	1	98450
722.902749	8	10	5	1	1	tMatch	sigma	1	154693
914.738951	8	10	6	1	1	tMatch	sigma	1	202017
1165.098548	8	10	7	1	1	tMatch	sigma	1	225282
1469.449422	8	10	8	1	1	tMatch	sigma	1	222574
1827.155100	8	10	9	1	1	tMatch	sigma	1	195528
2258.588138	8	10	10	1	1	tMatch	sigma	1	147820
16.892431	9	1	1	1	1	tMatch	sigma	1	516
19.099146	9	1	2	1	1	tMatch	sigma	1	946
22.051848	9	1	3	1	1	tMatch	sigma	1	1738
23.144981	9	1	4	1	1	tMatch	sigma	1	4512
28.195585	9	1	5	1	1	tMatch	sigma	1	12018
43.388234	9	1	6	1	1	tMatch	sigma	1	13355
59.840880	9	1	7	1	1	tMatch	sigma	1	11728
76.519317	9	1	8	1	1	tMatch	sigma	1	10395
93.169939	9	1	9	1	1	tMatch	sigma	1	9405
112.304614	9	1	10	1	1	tMatch	sigma	1	8506
25.470432	9	2	1	1	1	tMatch	sigma	1	471
29.455620	9	2	2	1	1	tMatch	sigma	1	964
34.060201	9	2	3	1	1	tMatch	sigma	1	1937
36.766563	9	2	4	1	1	tMatch	sigma	1	4613
41.589206	9	2	5	1	1	tMatch	sigma	1	12237
61.197634	9	2	6	1	1	tMatch	sigma	1	16069
82.764240	9	2	7	1	1	tMatch	sigma	1	15704
106.958615	9	2	8	1	1	tMatch	sigma	1	15088
130.176103	9	2	9	1	1	tMatch	sigma	1	13554
158.488668	9	2	10	1	1	tMatch	sigma	1	12326
39.402629	9	3	1	1	1	tMatch	sigma	1	1200
46.439946	9	3	2	1	1	tMatch	sigma	1	2200
51.836227	9	3	3	1	1	tMatch	sigma	1	4053
57.172250	9	3	4	1	1	tMatch	sigma	1	8123
66.094898	9	3	5	1	1	tMatch	sigma	1	17399
89.488939	9	3	6	1	1	tMatch	sigma	1	23772
116.082399	9	3	7	1	1	tMatch	sigma	1	25867
148.274405	9	3	8	1	1	tMatch	sigma	1	25547
181.939312	9	3	9	1	1	tMatch	sigma	1	23631
223.736686	9	3	10	1	1	tMatch	sigma	1	20983
60.086377	9	4	1	1	1	tMatch	sigma	1	3959
68.814777	9	4	2	1	1	tMatch	sigma	1	6836
78.729511	9	4	3	1	1	tMatch	sigma	1	11515
89.212569	9	4	4	1	1	tMatch	sigma	1	19553
103.567462	9	4	5	1	1	tMatch	sigma	1	33326
131.041675	9	4	6	1	1	tMatch	sigma	1	44627
166.076867	9	4	7	1	1	tMatch	sigma	1	49370
209.012331	9	4	8	1	1	tMatch	sigma	1	49216
257.883302	9	4	9	1	1	tMatch	sigma	1	44370
317.769296	9	4	10	1	1	tMatch	sigma	1	38248
88.201993	9	5	1	1	1	tMatch	sigma	1	12244
99.854904	9	5	2	1	1	tMatch	sigma	1	22120
114.454561	9	5	3	1	1	tMatch	sigma	1	38085
131.602181	9	5	4	1	1	tMatch	sigma	1	61501
156.376406	9	5	5	1	1	tMatch	sigma	1	89279
193.977996	9	5	6	1	1	tMatch	sigma	1	110108
243.608480	9	5	7	1	1	tMatch	sigma	1	114512
305.671735	9	5	8	1	1	tMatch	sigma	1	105572
375.741963	9	5	9	1	1	tMatch	sigma	1	90380
463.150907	9	5	10	1	1	tMatch	sigma	1	70113
123.620219	9	6	1	1	1	tMatch	sigma	1	25260
139.261520	9	6	2	1	1	tMatch	sigma	1	51561
159.778056	9	6	3	1	1	tMatch	sigma	1	96563
186.742065	9	6	4	1	1	tMatch	sigma	1	162169
226.661825	9	6	5	1	1	tMatch	sigma	1	233899
283.063551	9	6	6	1	1	tMatch	sigma	1	278710
357.782338	9	6	7	1	1	tMatch	sigma	1	276993
448.222136	9	6	8	1	1	tMatch	sigma	1	241460
554.284645	9	6	9	1	1	tMatch	sigma	1	190981
681.705704	9	6	10	1	1	tMatch	sigma	1	133369
171.250602	9	7	1	1	1	tMatch	sigma	1	36775
195.566895	9	7	2	1	1	tMatch	sigma	1	81873
226.485936	9	7	3	1	1	tMatch	sigma	1	163380
267.235536	9	7	4	1	1	tMatch	sigma	1	287996
327.182964	9	7	5	1	1	tMatch	sigma	1	426563
410.683936	9	7	6	1	1	tMatch	sigma	1	513388
522.238698	9	7	7	1	1	tMatch	sigma	1	509357
657.107026	9	7	8	1	1	tMatch	sigma	1	440914
814.116080	9	7	9	1	1	tMatch	sigma	1	342214
1001.622736	9	7	10	1	1	tMatch	sigma	1	231303
250.327675	9	8	1	1	1	tMatch	sigma	1	37644
286.703758	9	8	2	1	1	tMatch	sigma	1	81550
330.432595	9	8	3	1	1	tMatch	sigma	1	164377
389.192919	9	8	4	1	1	tMatch	sigma	1	296406
477.021537	9	8	5	1	1	tMatch	sigma	1	444448
600.131810	9	8	6	1	1	tMatch	sigma	1	541068
763.066689	9	8	7	1	1	tMatch	sigma	1	549266
962.635074	9	8	8	1	1	tMatch	sigma	1	488640
1190.643520	9	8	9	1	1	tMatch	sigma	1	392580
1471.498590	9	8	10	1	1	tMatch	sigma	1	273212
369.085614	9	9	1	1	1	tMatch	sigma	1	22111
420.328609	9	9	2	1	1	tMatch	sigma	1	44702
476.963717	9	9	3	1	1	tMatch	sigma	1	89393
562.347734	9	9	4	1	1	tMatch	sigma	1	163584
697.229820	9	9	5	1	1	tMatch	sigma	1	245925
877.990345	9	9	6	1	1	tMatch	sigma	1	306385
1113.588675	9	9	7	1	1	tMatch	sigma	1	324078
1402.043756	9	9	8	1	1	tMatch	sigma	1	306101
1737.304073	9	9	9	1	1	tMatch	sigma	1	264314
2154.818871	9	9	10	1	1	tMatch	sigma	1	201350
493.194935	9	10	1	1	1	tMatch	sigma	1	5882
571.680099	9	10	2	1	1	tMatch	sigma	1	11113
646.708781	9	10	3	1	1	tMatch	sigma	1	22719
778.659866	9	10	4	1	1	tMatch	sigma	1	41917
996.748427	9	10	5	1	1	tMatch	sigma	1	62509
1261.093592	9	10	6	1	1	tMatch	sigma	1	79733
1593.389670	9	10	7	1	1	tMatch	sigma	1	89259
1993.945646	9	10	8	1	1	tMatch	sigma	1	90180
2473.152960	9	10	9	1	1	tMatch	sigma	1	85752
3061.928427	9	10	10	1	1	tMatch	sigma	1	73998
23.574011	10	1	1	1	1	tMatch	sigma	1	858
28.022077	10	1	2	1	1	tMatch	sigma	1	1571
31.415114	10	1	3	1	1	tMatch	sigma	1	2938
31.053145	10	1	4	1	1	tMatch	sigma	1	8220
37.251032	10	1	5	1	1	tMatch	sigma	1	25518
62.468686	10	1	6	1	1	tMatch	sigma	1	22070
87.433232	10	1	7	1	1	tMatch	sigma	1	15954
111.098962	10	1	8	1	1	tMatch	sigma	1	12876
134.037207	10	1	9	1	1	tMatch	sigma	1	10656
160.228204	10	1	10	1	1	tMatch	sigma	1	9686
34.457628	10	2	1	1	1	tMatch	sigma	1	831
42.078593	10	2	2	1	1	tMatch	sigma	1	1724
47.265577	10	2	3	1	1	tMatch	sigma	1	3585
50.462819	10	2	4	1	1	tMatch	sigma	1	8152
57.744164	10	2	5	1	1	tMatch	sigma	1	19681
87.379957	10	2	6	1	1	tMatch	sigma	1	21149
116.052956	10	2	7	1	1	tMatch	sigma	1	18939
146.915543	10	2	8	1	1	tMatch	sigma	1	16985
179.704441	10	2	9	1	1	tMatch	sigma	1	14476
219.699452	10	2	10	1	1	tMatch	sigma	1	12193
55.413752	10	3	1	1	1	tMatch	sigma	1	1903
63.223011	10	3	2	1	1	tMatch	sigma	1	3602
73.355193	10	3	3	1	1	tMatch	sigma	1	6623
79.785374	10	3	4	1	1	tMatch	sigma	1	12912
94.170933	10	3	5	1	1	tMatch	sigma	1	23955
125.169338	10	3	6	1	1	tMatch	sigma	1	29198
159.161658	10	3	7	1	1	tMatch	sigma	1	30287
199.571717	10	3	8	1	1	tMatch	sigma	1	28508
244.837559	10	3	9	1	1	tMatch	sigma	1	25816
302.926797	10	3	10	1	1	tMatch	sigma	1	21618
84.613297	10	4	1	1	1	tMatch	sigma	1	5601
96.088014	10	4	2	1	1	tMatch	sigma	1	10329
110.310012	10	4	3	1	1	tMatch	sigma	1	17902
125.445482	10	4	4	1	1	tMatch	sigma	1	29544
148.429214	10	4	5	1	1	tMatch	sigma	1	44724
185.232774	10	4	6	1	1	tMatch	sigma	1	53470
230.995639	10	4	7	1	1	tMatch	sigma	1	55566
288.264861	10	4	8	1	1	tMatch	sigma	1	51418
352.769667	10	4	9	1	1	tMatch	sigma	1	43643
432.901956	10	4	10	1	1	tMatch	sigma	1	34436
125.528436	10	5	1	1	1	tMatch	sigma	1	16040
139.270158	10	5	2	1	1	tMatch	sigma	1	29280
159.376524	10	5	3	1	1	tMatch	sigma	1	50079
184.035744	10	5	4	1	1	tMatch	sigma	1	77666
219.502364	10	5	5	1	1	tMatch	sigma	1	105569
271.841647	10	5	6	1	1	tMatch	sigma	1	121820
338.454540	10	5	7	1	1	tMatch	sigma	1	118153
421.807054	10	5	8	1	1	tMatch	sigma	1	104271
516.294713	10	5	9	1	1	tMatch	sigma	1	82857
632.354954	10	5	10	1	1	tMatch	sigma	1	59256
172.307303	10	6	1	1	1	tMatch	sigma	1	30600
195.383290	10	6	2	1	1	tMatch	sigma	1	58108
223.048649	10	6	3	1	1	tMatch	sigma	1	102473
261.134924	10	6	4	1	1	tMatch	sigma	1	162550
316.300691	10	6	5	1	1	tMatch	sigma	1	220348
393.243512	10	6	6	1	1	tMatch	sigma	1	247444
494.498173	10	6	7	1	1	tMatch	sigma	1	236683
620.373817	10	6	8	1	1	tMatch	sigma	1	198929
