tSigma	L	C	S	PYRAMIDLVL	TARGET	response_type	statistic	eccentricity	N
761.130736	10	6	9	1	1	tMatch	sigma	1	152428
932.178001	10	6	10	1	1	tMatch	sigma	1	101395
234.677187	10	7	1	1	1	tMatch	sigma	1	31872
268.906815	10	7	2	1	1	tMatch	sigma	1	66342
309.800906	10	7	3	1	1	tMatch	sigma	1	126359
367.864102	10	7	4	1	1	tMatch	sigma	1	214418
451.277070	10	7	5	1	1	tMatch	sigma	1	302351
568.044836	10	7	6	1	1	tMatch	sigma	1	352907
720.448664	10	7	7	1	1	tMatch	sigma	1	343611
906.280567	10	7	8	1	1	tMatch	sigma	1	297016
1120.533390	10	7	9	1	1	tMatch	sigma	1	231333
1378.406621	10	7	10	1	1	tMatch	sigma	1	157972
336.351433	10	8	1	1	1	tMatch	sigma	1	21248
387.661997	10	8	2	1	1	tMatch	sigma	1	43786
444.979310	10	8	3	1	1	tMatch	sigma	1	86345
528.100737	10	8	4	1	1	tMatch	sigma	1	153507
655.215973	10	8	5	1	1	tMatch	sigma	1	222644
824.927546	10	8	6	1	1	tMatch	sigma	1	266933
1046.594469	10	8	7	1	1	tMatch	sigma	1	272876
1313.903439	10	8	8	1	1	tMatch	sigma	1	249523
1622.917487	10	8	9	1	1	tMatch	sigma	1	211717
2005.349032	10	8	10	1	1	tMatch	sigma	1	161567
458.743956	10	9	1	1	1	tMatch	sigma	1	6880
534.919347	10	9	2	1	1	tMatch	sigma	1	13776
609.851205	10	9	3	1	1	tMatch	sigma	1	28729
748.022942	10	9	4	1	1	tMatch	sigma	1	52209
954.456577	10	9	5	1	1	tMatch	sigma	1	75357
1207.024157	10	9	6	1	1	tMatch	sigma	1	90432
1523.406726	10	9	7	1	1	tMatch	sigma	1	95903
1905.863655	10	9	8	1	1	tMatch	sigma	1	93656
2329.879949	10	9	9	1	1	tMatch	sigma	1	86033
2869.400199	10	9	10	1	1	tMatch	sigma	1	74536
563.772988	10	10	1	1	1	tMatch	sigma	1	442
666.059269	10	10	2	1	1	tMatch	sigma	1	946
730.131604	10	10	3	1	1	tMatch	sigma	1	2338
1012.277789	10	10	4	1	1	tMatch	sigma	1	3954
1352.402575	10	10	5	1	1	tMatch	sigma	1	5138
1704.357239	10	10	6	1	1	tMatch	sigma	1	5931
2146.558329	10	10	7	1	1	tMatch	sigma	1	6510
2662.715589	10	10	8	1	1	tMatch	sigma	1	6580
3199.352141	10	10	9	1	1	tMatch	sigma	1	6538
3841.866664	10	10	10	1	1	tMatch	sigma	1	6514
NaN	1	1	1	1	2	tMatch	sigma	1	0
NaN	1	1	2	1	2	tMatch	sigma	1	0
NaN	1	1	3	1	2	tMatch	sigma	1	0
NaN	1	1	4	1	2	tMatch	sigma	1	1
NaN	1	1	5	1	2	tMatch	sigma	1	1
NaN	1	1	6	1	2	tMatch	sigma	1	0
NaN	1	1	7	1	2	tMatch	sigma	1	0
NaN	1	1	8	1	2	tMatch	sigma	1	0
NaN	1	1	9	1	2	tMatch	sigma	1	0
NaN	1	1	10	1	2	tMatch	sigma	1	0
NaN	1	2	1	1	2	tMatch	sigma	1	32
NaN	1	2	2	1	2	tMatch	sigma	1	80
NaN	1	2	3	1	2	tMatch	sigma	1	76
NaN	1	2	4	1	2	tMatch	sigma	1	111
NaN	1	2	5	1	2	tMatch	sigma	1	113
NaN	1	2	6	1	2	tMatch	sigma	1	90
NaN	1	2	7	1	2	tMatch	sigma	1	77
NaN	1	2	8	1	2	tMatch	sigma	1	40
NaN	1	2	9	1	2	tMatch	sigma	1	19
NaN	1	2	10	1	2	tMatch	sigma	1	7
2.628792	1	3	1	1	2	tMatch	sigma	1	301
3.248065	1	3	2	1	2	tMatch	sigma	1	460
4.075951	1	3	3	1	2	tMatch	sigma	1	760
4.980155	1	3	4	1	2	tMatch	sigma	1	1077
6.181520	1	3	5	1	2	tMatch	sigma	1	1198
7.850372	1	3	6	1	2	tMatch	sigma	1	1113
9.908708	1	3	7	1	2	tMatch	sigma	1	983
12.139478	1	3	8	1	2	tMatch	sigma	1	683
14.618385	1	3	9	1	2	tMatch	sigma	1	501
17.661909	1	3	10	1	2	tMatch	sigma	1	225
4.030028	1	4	1	1	2	tMatch	sigma	1	970
4.818362	1	4	2	1	2	tMatch	sigma	1	1705
5.818499	1	4	3	1	2	tMatch	sigma	1	2858
7.081630	1	4	4	1	2	tMatch	sigma	1	4090
8.641170	1	4	5	1	2	tMatch	sigma	1	4835
10.948554	1	4	6	1	2	tMatch	sigma	1	4907
13.683387	1	4	7	1	2	tMatch	sigma	1	4307
16.778020	1	4	8	1	2	tMatch	sigma	1	3354
20.522373	1	4	9	1	2	tMatch	sigma	1	2378
24.931156	1	4	10	1	2	tMatch	sigma	1	1279
5.799587	1	5	1	1	2	tMatch	sigma	1	3299
6.711585	1	5	2	1	2	tMatch	sigma	1	6527
8.068688	1	5	3	1	2	tMatch	sigma	1	11402
9.862004	1	5	4	1	2	tMatch	sigma	1	16724
12.107532	1	5	5	1	2	tMatch	sigma	1	20689
15.355369	1	5	6	1	2	tMatch	sigma	1	20086
19.296729	1	5	7	1	2	tMatch	sigma	1	17062
24.027691	1	5	8	1	2	tMatch	sigma	1	12947
29.138352	1	5	9	1	2	tMatch	sigma	1	8813
35.439144	1	5	10	1	2	tMatch	sigma	1	4880
8.519884	1	6	1	1	2	tMatch	sigma	1	9021
9.775369	1	6	2	1	2	tMatch	sigma	1	19072
11.348426	1	6	3	1	2	tMatch	sigma	1	35433
13.548594	1	6	4	1	2	tMatch	sigma	1	56257
16.797432	1	6	5	1	2	tMatch	sigma	1	73151
21.337242	1	6	6	1	2	tMatch	sigma	1	77283
27.030378	1	6	7	1	2	tMatch	sigma	1	68114
33.773373	1	6	8	1	2	tMatch	sigma	1	51805
41.532185	1	6	9	1	2	tMatch	sigma	1	33918
50.763057	1	6	10	1	2	tMatch	sigma	1	17588
12.677423	1	7	1	1	2	tMatch	sigma	1	16275
14.248101	1	7	2	1	2	tMatch	sigma	1	33825
16.391426	1	7	3	1	2	tMatch	sigma	1	62321
19.533250	1	7	4	1	2	tMatch	sigma	1	100783
24.100208	1	7	5	1	2	tMatch	sigma	1	136526
30.278222	1	7	6	1	2	tMatch	sigma	1	149623
38.426989	1	7	7	1	2	tMatch	sigma	1	138545
47.947511	1	7	8	1	2	tMatch	sigma	1	111648
59.285972	1	7	9	1	2	tMatch	sigma	1	78171
72.584084	1	7	10	1	2	tMatch	sigma	1	44022
18.186171	1	8	1	1	2	tMatch	sigma	1	16684
20.541718	1	8	2	1	2	tMatch	sigma	1	34972
23.716214	1	8	3	1	2	tMatch	sigma	1	66508
28.266113	1	8	4	1	2	tMatch	sigma	1	109916
34.846216	1	8	5	1	2	tMatch	sigma	1	150752
44.021471	1	8	6	1	2	tMatch	sigma	1	170096
55.580971	1	8	7	1	2	tMatch	sigma	1	160076
69.290740	1	8	8	1	2	tMatch	sigma	1	133832
85.210412	1	8	9	1	2	tMatch	sigma	1	98097
103.994784	1	8	10	1	2	tMatch	sigma	1	58632
25.754201	1	9	1	1	2	tMatch	sigma	1	9374
29.052400	1	9	2	1	2	tMatch	sigma	1	21693
33.534068	1	9	3	1	2	tMatch	sigma	1	44898
40.711861	1	9	4	1	2	tMatch	sigma	1	78111
50.839571	1	9	5	1	2	tMatch	sigma	1	109430
64.183373	1	9	6	1	2	tMatch	sigma	1	124403
80.861969	1	9	7	1	2	tMatch	sigma	1	119527
100.310078	1	9	8	1	2	tMatch	sigma	1	100170
122.665672	1	9	9	1	2	tMatch	sigma	1	74355
148.705813	1	9	10	1	2	tMatch	sigma	1	45928
37.839455	1	10	1	1	2	tMatch	sigma	1	3598
41.994008	1	10	2	1	2	tMatch	sigma	1	9593
47.782027	1	10	3	1	2	tMatch	sigma	1	22311
58.754118	1	10	4	1	2	tMatch	sigma	1	40709
74.068423	1	10	5	1	2	tMatch	sigma	1	57953
93.902402	1	10	6	1	2	tMatch	sigma	1	66419
117.420015	1	10	7	1	2	tMatch	sigma	1	63583
144.234792	1	10	8	1	2	tMatch	sigma	1	51937
173.738264	1	10	9	1	2	tMatch	sigma	1	36365
206.737891	1	10	10	1	2	tMatch	sigma	1	20805
NaN	2	1	1	1	2	tMatch	sigma	1	8
NaN	2	1	2	1	2	tMatch	sigma	1	9
NaN	2	1	3	1	2	tMatch	sigma	1	9
NaN	2	1	4	1	2	tMatch	sigma	1	9
NaN	2	1	5	1	2	tMatch	sigma	1	8
NaN	2	1	6	1	2	tMatch	sigma	1	2
NaN	2	1	7	1	2	tMatch	sigma	1	2
NaN	2	1	8	1	2	tMatch	sigma	1	0
NaN	2	1	9	1	2	tMatch	sigma	1	0
NaN	2	1	10	1	2	tMatch	sigma	1	0
NaN	2	2	1	1	2	tMatch	sigma	1	122
3.351431	2	2	2	1	2	tMatch	sigma	1	236
4.140780	2	2	3	1	2	tMatch	sigma	1	317
5.071197	2	2	4	1	2	tMatch	sigma	1	365
6.342706	2	2	5	1	2	tMatch	sigma	1	425
8.104498	2	2	6	1	2	tMatch	sigma	1	410
10.132356	2	2	7	1	2	tMatch	sigma	1	280
12.398365	2	2	8	1	2	tMatch	sigma	1	229
NaN	2	2	9	1	2	tMatch	sigma	1	119
NaN	2	2	10	1	2	tMatch	sigma	1	30
3.721580	2	3	1	1	2	tMatch	sigma	1	400
4.485240	2	3	2	1	2	tMatch	sigma	1	823
5.426112	2	3	3	1	2	tMatch	sigma	1	1397
6.587842	2	3	4	1	2	tMatch	sigma	1	2216
8.414776	2	3	5	1	2	tMatch	sigma	1	2621
10.538814	2	3	6	1	2	tMatch	sigma	1	2595
13.275247	2	3	7	1	2	tMatch	sigma	1	2323
16.169381	2	3	8	1	2	tMatch	sigma	1	1812
19.898805	2	3	9	1	2	tMatch	sigma	1	1248
24.370134	2	3	10	1	2	tMatch	sigma	1	680
5.484967	2	4	1	1	2	tMatch	sigma	1	1019
6.689663	2	4	2	1	2	tMatch	sigma	1	2049
7.586556	2	4	3	1	2	tMatch	sigma	1	3560
9.226152	2	4	4	1	2	tMatch	sigma	1	5659
11.551988	2	4	5	1	2	tMatch	sigma	1	7169
14.665988	2	4	6	1	2	tMatch	sigma	1	7821
18.344624	2	4	7	1	2	tMatch	sigma	1	7250
22.717609	2	4	8	1	2	tMatch	sigma	1	6065
27.703217	2	4	9	1	2	tMatch	sigma	1	4636
34.033951	2	4	10	1	2	tMatch	sigma	1	2999
8.055073	2	5	1	1	2	tMatch	sigma	1	3256
9.292503	2	5	2	1	2	tMatch	sigma	1	6869
10.992172	2	5	3	1	2	tMatch	sigma	1	12592
13.206478	2	5	4	1	2	tMatch	sigma	1	19875
16.432655	2	5	5	1	2	tMatch	sigma	1	25586
20.784552	2	5	6	1	2	tMatch	sigma	1	26868
26.181456	2	5	7	1	2	tMatch	sigma	1	24033
32.558492	2	5	8	1	2	tMatch	sigma	1	19422
39.619882	2	5	9	1	2	tMatch	sigma	1	13853
48.260745	2	5	10	1	2	tMatch	sigma	1	8827
11.851235	2	6	1	1	2	tMatch	sigma	1	9786
13.479172	2	6	2	1	2	tMatch	sigma	1	21408
15.637740	2	6	3	1	2	tMatch	sigma	1	40441
18.753375	2	6	4	1	2	tMatch	sigma	1	67495
23.201165	2	6	5	1	2	tMatch	sigma	1	90739
29.332250	2	6	6	1	2	tMatch	sigma	1	99179
37.185676	2	6	7	1	2	tMatch	sigma	1	89766
46.477693	2	6	8	1	2	tMatch	sigma	1	70776
57.208345	2	6	9	1	2	tMatch	sigma	1	48458
69.795440	2	6	10	1	2	tMatch	sigma	1	27318
17.455007	2	7	1	1	2	tMatch	sigma	1	17971
19.573531	2	7	2	1	2	tMatch	sigma	1	38811
22.670674	2	7	3	1	2	tMatch	sigma	1	74951
27.093037	2	7	4	1	2	tMatch	sigma	1	125014
33.232227	2	7	5	1	2	tMatch	sigma	1	173021
41.957026	2	7	6	1	2	tMatch	sigma	1	195345
53.274950	2	7	7	1	2	tMatch	sigma	1	183454
66.613854	2	7	8	1	2	tMatch	sigma	1	151358
82.319344	2	7	9	1	2	tMatch	sigma	1	108777
100.955478	2	7	10	1	2	tMatch	sigma	1	63549
25.279937	2	8	1	1	2	tMatch	sigma	1	20343
28.236690	2	8	2	1	2	tMatch	sigma	1	44247
32.672676	2	8	3	1	2	tMatch	sigma	1	87264
39.305260	2	8	4	1	2	tMatch	sigma	1	146924
48.496802	2	8	5	1	2	tMatch	sigma	1	206581
61.198183	2	8	6	1	2	tMatch	sigma	1	235517
77.599481	2	8	7	1	2	tMatch	sigma	1	224126
96.783569	2	8	8	1	2	tMatch	sigma	1	188771
119.125472	2	8	9	1	2	tMatch	sigma	1	139112
145.874815	2	8	10	1	2	tMatch	sigma	1	84300
36.192266	2	9	1	1	2	tMatch	sigma	1	13867
40.685802	2	9	2	1	2	tMatch	sigma	1	32849
46.899587	2	9	3	1	2	tMatch	sigma	1	68821
56.713952	2	9	4	1	2	tMatch	sigma	1	121590
70.678864	2	9	5	1	2	tMatch	sigma	1	172748
89.365350	2	9	6	1	2	tMatch	sigma	1	198417
113.043403	2	9	7	1	2	tMatch	sigma	1	190986
140.438082	2	9	8	1	2	tMatch	sigma	1	160830
171.906358	2	9	9	1	2	tMatch	sigma	1	117663
208.762730	2	9	10	1	2	tMatch	sigma	1	71305
53.591595	2	10	1	1	2	tMatch	sigma	1	6282
57.799754	2	10	2	1	2	tMatch	sigma	1	16430
67.739058	2	10	3	1	2	tMatch	sigma	1	37453
82.360933	2	10	4	1	2	tMatch	sigma	1	69328
103.283680	2	10	5	1	2	tMatch	sigma	1	100905
130.731346	2	10	6	1	2	tMatch	sigma	1	118612
164.134220	2	10	7	1	2	tMatch	sigma	1	115263
201.841058	2	10	8	1	2	tMatch	sigma	1	95143
244.106982	2	10	9	1	2	tMatch	sigma	1	65508
292.827392	2	10	10	1	2	tMatch	sigma	1	37362
NaN	3	1	1	1	2	tMatch	sigma	1	49
NaN	3	1	2	1	2	tMatch	sigma	1	70
NaN	3	1	3	1	2	tMatch	sigma	1	104
NaN	3	1	4	1	2	tMatch	sigma	1	76
NaN	3	1	5	1	2	tMatch	sigma	1	80
NaN	3	1	6	1	2	tMatch	sigma	1	54
NaN	3	1	7	1	2	tMatch	sigma	1	34
NaN	3	1	8	1	2	tMatch	sigma	1	14
NaN	3	1	9	1	2	tMatch	sigma	1	5
NaN	3	1	10	1	2	tMatch	sigma	1	1
4.033659	3	2	1	1	2	tMatch	sigma	1	327
4.932656	3	2	2	1	2	tMatch	sigma	1	570
5.921734	3	2	3	1	2	tMatch	sigma	1	786
7.332167	3	2	4	1	2	tMatch	sigma	1	917
8.985301	3	2	5	1	2	tMatch	sigma	1	1000
10.983625	3	2	6	1	2	tMatch	sigma	1	876
13.906149	3	2	7	1	2	tMatch	sigma	1	759
16.817660	3	2	8	1	2	tMatch	sigma	1	563
21.043596	3	2	9	1	2	tMatch	sigma	1	330
NaN	3	2	10	1	2	tMatch	sigma	1	132
5.130957	3	3	1	1	2	tMatch	sigma	1	620
6.236369	3	3	2	1	2	tMatch	sigma	1	1218
7.488115	3	3	3	1	2	tMatch	sigma	1	2036
9.392073	3	3	4	1	2	tMatch	sigma	1	3068
11.758257	3	3	5	1	2	tMatch	sigma	1	3907
15.040877	3	3	6	1	2	tMatch	sigma	1	4016
19.131689	3	3	7	1	2	tMatch	sigma	1	3658
23.639883	3	3	8	1	2	tMatch	sigma	1	3060
28.414087	3	3	9	1	2	tMatch	sigma	1	2247
33.889397	3	3	10	1	2	tMatch	sigma	1	1377
7.696496	3	4	1	1	2	tMatch	sigma	1	891
8.881152	3	4	2	1	2	tMatch	sigma	1	1914
10.339429	3	4	3	1	2	tMatch	sigma	1	3500
12.579739	3	4	4	1	2	tMatch	sigma	1	5913
15.768344	3	4	5	1	2	tMatch	sigma	1	8528
20.173388	3	4	6	1	2	tMatch	sigma	1	9542
25.628930	3	4	7	1	2	tMatch	sigma	1	9014
31.530716	3	4	8	1	2	tMatch	sigma	1	8229
38.717806	3	4	9	1	2	tMatch	sigma	1	6731
47.361443	3	4	10	1	2	tMatch	sigma	1	4962
11.182485	3	5	1	1	2	tMatch	sigma	1	3301
12.923686	3	5	2	1	2	tMatch	sigma	1	7097
15.254463	3	5	3	1	2	tMatch	sigma	1	12744
18.447719	3	5	4	1	2	tMatch	sigma	1	20679
22.580633	3	5	5	1	2	tMatch	sigma	1	27848
28.676637	3	5	6	1	2	tMatch	sigma	1	30223
36.075633	3	5	7	1	2	tMatch	sigma	1	27943
44.817406	3	5	8	1	2	tMatch	sigma	1	23595
54.944374	3	5	9	1	2	tMatch	sigma	1	17887
67.066633	3	5	10	1	2	tMatch	sigma	1	12149
16.195913	3	6	1	1	2	tMatch	sigma	1	9823
18.530088	3	6	2	1	2	tMatch	sigma	1	22218
21.512326	3	6	3	1	2	tMatch	sigma	1	43126
26.056393	3	6	4	1	2	tMatch	sigma	1	72215
32.130712	3	6	5	1	2	tMatch	sigma	1	98858
40.682190	3	6	6	1	2	tMatch	sigma	1	109440
51.621250	3	6	7	1	2	tMatch	sigma	1	101141
64.452232	3	6	8	1	2	tMatch	sigma	1	81280
79.167537	3	6	9	1	2	tMatch	sigma	1	57581
96.557188	3	6	10	1	2	tMatch	sigma	1	34092
23.775028	3	7	1	1	2	tMatch	sigma	1	18341
27.214012	3	7	2	1	2	tMatch	sigma	1	41484
31.407859	3	7	3	1	2	tMatch	sigma	1	81883
37.655767	3	7	4	1	2	tMatch	sigma	1	139840
46.273050	3	7	5	1	2	tMatch	sigma	1	197170
58.332630	3	7	6	1	2	tMatch	sigma	1	227052
73.852716	3	7	7	1	2	tMatch	sigma	1	216360
92.744826	3	7	8	1	2	tMatch	sigma	1	181517
114.448050	3	7	9	1	2	tMatch	sigma	1	131821
140.690715	3	7	10	1	2	tMatch	sigma	1	79535
34.843353	3	8	1	1	2	tMatch	sigma	1	22909
39.380935	3	8	2	1	2	tMatch	sigma	1	52065
45.811084	3	8	3	1	2	tMatch	sigma	1	104482
54.782196	3	8	4	1	2	tMatch	sigma	1	180467
67.654728	3	8	5	1	2	tMatch	sigma	1	255650
85.260053	3	8	6	1	2	tMatch	sigma	1	294578
108.260135	3	8	7	1	2	tMatch	sigma	1	284532
135.044330	3	8	8	1	2	tMatch	sigma	1	239979
166.454803	3	8	9	1	2	tMatch	sigma	1	177679
204.290390	3	8	10	1	2	tMatch	sigma	1	109724
50.650469	3	9	1	1	2	tMatch	sigma	1	18505
56.819331	3	9	2	1	2	tMatch	sigma	1	44120
65.705820	3	9	3	1	2	tMatch	sigma	1	93486
79.286261	3	9	4	1	2	tMatch	sigma	1	165808
98.673679	3	9	5	1	2	tMatch	sigma	1	238248
124.545654	3	9	6	1	2	tMatch	sigma	1	275934
157.907904	3	9	7	1	2	tMatch	sigma	1	267089
196.574022	3	9	8	1	2	tMatch	sigma	1	225837
241.401147	3	9	9	1	2	tMatch	sigma	1	164161
294.053505	3	9	10	1	2	tMatch	sigma	1	99764
75.515481	3	10	1	1	2	tMatch	sigma	1	9903
82.631598	3	10	2	1	2	tMatch	sigma	1	24714
94.440971	3	10	3	1	2	tMatch	sigma	1	55428
115.359003	3	10	4	1	2	tMatch	sigma	1	103596
144.747111	3	10	5	1	2	tMatch	sigma	1	152192
182.759072	3	10	6	1	2	tMatch	sigma	1	182883
229.457115	3	10	7	1	2	tMatch	sigma	1	180655
283.707799	3	10	8	1	2	tMatch	sigma	1	151118
344.516849	3	10	9	1	2	tMatch	sigma	1	105335
414.124011	3	10	10	1	2	tMatch	sigma	1	60121
4.246426	4	1	1	1	2	tMatch	sigma	1	251
5.413120	4	1	2	1	2	tMatch	sigma	1	365
6.851910	4	1	3	1	2	tMatch	sigma	1	447
8.599849	4	1	4	1	2	tMatch	sigma	1	421
10.914818	4	1	5	1	2	tMatch	sigma	1	393
13.401214	4	1	6	1	2	tMatch	sigma	1	320
15.242295	4	1	7	1	2	tMatch	sigma	1	222
NaN	4	1	8	1	2	tMatch	sigma	1	134
NaN	4	1	9	1	2	tMatch	sigma	1	51
NaN	4	1	10	1	2	tMatch	sigma	1	12
5.462121	4	2	1	1	2	tMatch	sigma	1	710
6.699586	4	2	2	1	2	tMatch	sigma	1	1239
8.203419	4	2	3	1	2	tMatch	sigma	1	1883
10.095451	4	2	4	1	2	tMatch	sigma	1	2399
13.135101	4	2	5	1	2	tMatch	sigma	1	2526
16.599675	4	2	6	1	2	tMatch	sigma	1	2341
20.417586	4	2	7	1	2	tMatch	sigma	1	1812
24.486092	4	2	8	1	2	tMatch	sigma	1	1392
29.183266	4	2	9	1	2	tMatch	sigma	1	1027
34.577949	4	2	10	1	2	tMatch	sigma	1	458
7.153218	4	3	1	1	2	tMatch	sigma	1	520
8.390411	4	3	2	1	2	tMatch	sigma	1	1193
9.659187	4	3	3	1	2	tMatch	sigma	1	2243
11.885117	4	3	4	1	2	tMatch	sigma	1	4240
15.540145	4	3	5	1	2	tMatch	sigma	1	5808
20.509373	4	3	6	1	2	tMatch	sigma	1	5924
26.429584	4	3	7	1	2	tMatch	sigma	1	5451
32.771124	4	3	8	1	2	tMatch	sigma	1	4870
39.891935	4	3	9	1	2	tMatch	sigma	1	4112
47.889843	4	3	10	1	2	tMatch	sigma	1	2750
10.902608	4	4	1	1	2	tMatch	sigma	1	981
12.701268	4	4	2	1	2	tMatch	sigma	1	2018
14.864149	4	4	3	1	2	tMatch	sigma	1	4063
17.207991	4	4	4	1	2	tMatch	sigma	1	7308
21.608267	4	4	5	1	2	tMatch	sigma	1	10766
27.911032	4	4	6	1	2	tMatch	sigma	1	12123
35.532996	4	4	7	1	2	tMatch	sigma	1	11739
44.022557	4	4	8	1	2	tMatch	sigma	1	10700
53.724203	4	4	9	1	2	tMatch	sigma	1	9099
65.415356	4	4	10	1	2	tMatch	sigma	1	6980
15.747053	4	5	1	1	2	tMatch	sigma	1	2844
18.030253	4	5	2	1	2	tMatch	sigma	1	6240
21.197326	4	5	3	1	2	tMatch	sigma	1	11993
25.254710	4	5	4	1	2	tMatch	sigma	1	20010
31.189459	4	5	5	1	2	tMatch	sigma	1	28386
39.664566	4	5	6	1	2	tMatch	sigma	1	32264
49.954479	4	5	7	1	2	tMatch	sigma	1	31012
62.022360	4	5	8	1	2	tMatch	sigma	1	26969
76.305987	4	5	9	1	2	tMatch	sigma	1	21763
93.743504	4	5	10	1	2	tMatch	sigma	1	15526
23.060802	4	6	1	1	2	tMatch	sigma	1	9480
25.932815	4	6	2	1	2	tMatch	sigma	1	21294
30.574617	4	6	3	1	2	tMatch	sigma	1	41599
36.485568	4	6	4	1	2	tMatch	sigma	1	69858
44.998894	4	6	5	1	2	tMatch	sigma	1	96590
56.900891	4	6	6	1	2	tMatch	sigma	1	109026
71.789871	4	6	7	1	2	tMatch	sigma	1	102616
89.819967	4	6	8	1	2	tMatch	sigma	1	85109
110.429720	4	6	9	1	2	tMatch	sigma	1	62149
134.925675	4	6	10	1	2	tMatch	sigma	1	38985
33.922566	4	7	1	1	2	tMatch	sigma	1	20118
38.176536	4	7	2	1	2	tMatch	sigma	1	45177
44.396840	4	7	3	1	2	tMatch	sigma	1	88925
52.940766	4	7	4	1	2	tMatch	sigma	1	150302
65.089574	4	7	5	1	2	tMatch	sigma	1	211286
81.812125	4	7	6	1	2	tMatch	sigma	1	242711
103.681540	4	7	7	1	2	tMatch	sigma	1	233714
129.477237	4	7	8	1	2	tMatch	sigma	1	197045
159.689438	4	7	9	1	2	tMatch	sigma	1	145130
196.452446	4	7	10	1	2	tMatch	sigma	1	89648
49.618450	4	8	1	1	2	tMatch	sigma	1	26811
55.298081	4	8	2	1	2	tMatch	sigma	1	60704
64.347940	4	8	3	1	2	tMatch	sigma	1	121533
76.974346	4	8	4	1	2	tMatch	sigma	1	207423
94.985167	4	8	5	1	2	tMatch	sigma	1	294611
119.511509	4	8	6	1	2	tMatch	sigma	1	338973
151.470486	4	8	7	1	2	tMatch	sigma	1	327750
189.122797	4	8	8	1	2	tMatch	sigma	1	278726
232.818041	4	8	9	1	2	tMatch	sigma	1	208805
285.930394	4	8	10	1	2	tMatch	sigma	1	130152
71.200192	4	9	1	1	2	tMatch	sigma	1	23646
80.080803	4	9	2	1	2	tMatch	sigma	1	54609
92.279854	4	9	3	1	2	tMatch	sigma	1	114507
111.461721	4	9	4	1	2	tMatch	sigma	1	202915
138.402248	4	9	5	1	2	tMatch	sigma	1	291815
174.888062	4	9	6	1	2	tMatch	sigma	1	339017
221.448088	4	9	7	1	2	tMatch	sigma	1	331824
276.022904	4	9	8	1	2	tMatch	sigma	1	281902
338.451444	4	9	9	1	2	tMatch	sigma	1	208587
413.044368	4	9	10	1	2	tMatch	sigma	1	127872
106.345153	4	10	1	1	2	tMatch	sigma	1	13687
116.882520	4	10	2	1	2	tMatch	sigma	1	32909
134.137607	4	10	3	1	2	tMatch	sigma	1	73549
162.382727	4	10	4	1	2	tMatch	sigma	1	135281
202.917968	4	10	5	1	2	tMatch	sigma	1	200452
256.125713	4	10	6	1	2	tMatch	sigma	1	240587
321.347738	4	10	7	1	2	tMatch	sigma	1	243608
399.251593	4	10	8	1	2	tMatch	sigma	1	208712
486.419657	4	10	9	1	2	tMatch	sigma	1	150176
585.031963	4	10	10	1	2	tMatch	sigma	1	86649
6.240860	5	1	1	1	2	tMatch	sigma	1	6459
8.098121	5	1	2	1	2	tMatch	sigma	1	5495
9.901577	5	1	3	1	2	tMatch	sigma	1	4501
12.064909	5	1	4	1	2	tMatch	sigma	1	3822
15.009988	5	1	5	1	2	tMatch	sigma	1	2925
18.614913	5	1	6	1	2	tMatch	sigma	1	2093
22.351637	5	1	7	1	2	tMatch	sigma	1	1558
26.893509	5	1	8	1	2	tMatch	sigma	1	1129
31.455788	5	1	9	1	2	tMatch	sigma	1	633
NaN	5	1	10	1	2	tMatch	sigma	1	188
6.322799	5	2	1	1	2	tMatch	sigma	1	711
7.994338	5	2	2	1	2	tMatch	sigma	1	1402
9.622037	5	2	3	1	2	tMatch	sigma	1	2575
12.066524	5	2	4	1	2	tMatch	sigma	1	4348
16.368315	5	2	5	1	2	tMatch	sigma	1	5567
21.986540	5	2	6	1	2	tMatch	sigma	1	5384
27.630321	5	2	7	1	2	tMatch	sigma	1	4810
34.079865	5	2	8	1	2	tMatch	sigma	1	4239
41.589755	5	2	9	1	2	tMatch	sigma	1	3403
49.389957	5	2	10	1	2	tMatch	sigma	1	1993
10.595204	5	3	1	1	2	tMatch	sigma	1	546
11.889669	5	3	2	1	2	tMatch	sigma	1	1166
13.430286	5	3	3	1	2	tMatch	sigma	1	2299
15.672742	5	3	4	1	2	tMatch	sigma	1	4726
20.724270	5	3	5	1	2	tMatch	sigma	1	7361
28.162294	5	3	6	1	2	tMatch	sigma	1	7763
36.112869	5	3	7	1	2	tMatch	sigma	1	7524
44.825783	5	3	8	1	2	tMatch	sigma	1	7120
54.188332	5	3	9	1	2	tMatch	sigma	1	6697
65.649847	5	3	10	1	2	tMatch	sigma	1	5785
15.909052	5	4	1	1	2	tMatch	sigma	1	1200
18.032757	5	4	2	1	2	tMatch	sigma	1	2576
20.892599	5	4	3	1	2	tMatch	sigma	1	5052
23.587381	5	4	4	1	2	tMatch	sigma	1	9440
29.622878	5	4	5	1	2	tMatch	sigma	1	14265
38.733666	5	4	6	1	2	tMatch	sigma	1	16156
49.008110	5	4	7	1	2	tMatch	sigma	1	16001
61.124424	5	4	8	1	2	tMatch	sigma	1	14442
75.009154	5	4	9	1	2	tMatch	sigma	1	12470
91.617834	5	4	10	1	2	tMatch	sigma	1	9833
22.829070	5	5	1	1	2	tMatch	sigma	1	3469
26.249695	5	5	2	1	2	tMatch	sigma	1	7204
30.426105	5	5	3	1	2	tMatch	sigma	1	13513
