tSigma	L	C	S	PYRAMIDLVL	TARGET	response_type	statistic	eccentricity
NaN	1	1	1	1	1	Epres	mean	1
NaN	1	1	2	1	1	Epres	mean	1
NaN	1	1	3	1	1	Epres	mean	1
NaN	1	1	4	1	1	Epres	mean	1
NaN	1	1	5	1	1	Epres	mean	1
NaN	1	1	6	1	1	Epres	mean	1
NaN	1	1	7	1	1	Epres	mean	1
NaN	1	1	8	1	1	Epres	mean	1
NaN	1	1	9	1	1	Epres	mean	1
NaN	1	1	10	1	1	Epres	mean	1
NaN	1	2	1	1	1	Epres	mean	1
NaN	1	2	2	1	1	Epres	mean	1
NaN	1	2	3	1	1	Epres	mean	1
NaN	1	2	4	1	1	Epres	mean	1
NaN	1	2	5	1	1	Epres	mean	1
NaN	1	2	6	1	1	Epres	mean	1
NaN	1	2	7	1	1	Epres	mean	1
NaN	1	2	8	1	1	Epres	mean	1
NaN	1	2	9	1	1	Epres	mean	1
NaN	1	2	10	1	1	Epres	mean	1
NaN	1	3	1	1	1	Epres	mean	1
39804.076979	1	3	2	1	1	Epres	mean	1
39882.598497	1	3	3	1	1	Epres	mean	1
39897.479050	1	3	4	1	1	Epres	mean	1
39912.586801	1	3	5	1	1	Epres	mean	1
39944.904913	1	3	6	1	1	Epres	mean	1
39983.555840	1	3	7	1	1	Epres	mean	1
39958.062982	1	3	8	1	1	Epres	mean	1
39965.055465	1	3	9	1	1	Epres	mean	1
39895.282808	1	3	10	1	1	Epres	mean	1
39901.160667	1	4	1	1	1	Epres	mean	1
39943.003055	1	4	2	1	1	Epres	mean	1
39927.941578	1	4	3	1	1	Epres	mean	1
39919.010998	1	4	4	1	1	Epres	mean	1
39915.558972	1	4	5	1	1	Epres	mean	1
39892.557732	1	4	6	1	1	Epres	mean	1
39934.606291	1	4	7	1	1	Epres	mean	1
39962.702755	1	4	8	1	1	Epres	mean	1
39964.437474	1	4	9	1	1	Epres	mean	1
40000.937379	1	4	10	1	1	Epres	mean	1
39946.346935	1	5	1	1	1	Epres	mean	1
39986.066325	1	5	2	1	1	Epres	mean	1
39994.760923	1	5	3	1	1	Epres	mean	1
39969.430169	1	5	4	1	1	Epres	mean	1
39948.002915	1	5	5	1	1	Epres	mean	1
39948.427646	1	5	6	1	1	Epres	mean	1
39943.679074	1	5	7	1	1	Epres	mean	1
39954.357694	1	5	8	1	1	Epres	mean	1
39953.657303	1	5	9	1	1	Epres	mean	1
39973.863236	1	5	10	1	1	Epres	mean	1
39976.086710	1	6	1	1	1	Epres	mean	1
39993.046275	1	6	2	1	1	Epres	mean	1
39971.296546	1	6	3	1	1	Epres	mean	1
39948.790419	1	6	4	1	1	Epres	mean	1
39939.197596	1	6	5	1	1	Epres	mean	1
39936.014958	1	6	6	1	1	Epres	mean	1
39929.688875	1	6	7	1	1	Epres	mean	1
39923.902547	1	6	8	1	1	Epres	mean	1
39925.726559	1	6	9	1	1	Epres	mean	1
39930.281084	1	6	10	1	1	Epres	mean	1
39890.556442	1	7	1	1	1	Epres	mean	1
39846.401780	1	7	2	1	1	Epres	mean	1
39822.435532	1	7	3	1	1	Epres	mean	1
39804.658594	1	7	4	1	1	Epres	mean	1
39791.271417	1	7	5	1	1	Epres	mean	1
39798.490531	1	7	6	1	1	Epres	mean	1
39802.169632	1	7	7	1	1	Epres	mean	1
39807.776673	1	7	8	1	1	Epres	mean	1
39817.272762	1	7	9	1	1	Epres	mean	1
39828.965282	1	7	10	1	1	Epres	mean	1
39776.334025	1	8	1	1	1	Epres	mean	1
39638.651004	1	8	2	1	1	Epres	mean	1
39572.647283	1	8	3	1	1	Epres	mean	1
39521.033125	1	8	4	1	1	Epres	mean	1
39510.467538	1	8	5	1	1	Epres	mean	1
39530.602526	1	8	6	1	1	Epres	mean	1
39552.579106	1	8	7	1	1	Epres	mean	1
39574.627907	1	8	8	1	1	Epres	mean	1
39573.799615	1	8	9	1	1	Epres	mean	1
39601.284477	1	8	10	1	1	Epres	mean	1
39654.688184	1	9	1	1	1	Epres	mean	1
39369.949927	1	9	2	1	1	Epres	mean	1
39181.270639	1	9	3	1	1	Epres	mean	1
39108.195822	1	9	4	1	1	Epres	mean	1
39114.287584	1	9	5	1	1	Epres	mean	1
39160.440407	1	9	6	1	1	Epres	mean	1
39209.454164	1	9	7	1	1	Epres	mean	1
39236.113038	1	9	8	1	1	Epres	mean	1
39200.921243	1	9	9	1	1	Epres	mean	1
39162.263531	1	9	10	1	1	Epres	mean	1
39603.610119	1	10	1	1	1	Epres	mean	1
39029.828344	1	10	2	1	1	Epres	mean	1
38844.490859	1	10	3	1	1	Epres	mean	1
38735.528288	1	10	4	1	1	Epres	mean	1
38822.534346	1	10	5	1	1	Epres	mean	1
38959.964347	1	10	6	1	1	Epres	mean	1
39036.728505	1	10	7	1	1	Epres	mean	1
39010.513493	1	10	8	1	1	Epres	mean	1
38825.953600	1	10	9	1	1	Epres	mean	1
38632.892342	1	10	10	1	1	Epres	mean	1
NaN	2	1	1	1	1	Epres	mean	1
NaN	2	1	2	1	1	Epres	mean	1
NaN	2	1	3	1	1	Epres	mean	1
NaN	2	1	4	1	1	Epres	mean	1
NaN	2	1	5	1	1	Epres	mean	1
NaN	2	1	6	1	1	Epres	mean	1
NaN	2	1	7	1	1	Epres	mean	1
NaN	2	1	8	1	1	Epres	mean	1
NaN	2	1	9	1	1	Epres	mean	1
NaN	2	1	10	1	1	Epres	mean	1
NaN	2	2	1	1	1	Epres	mean	1
NaN	2	2	2	1	1	Epres	mean	1
37009.968717	2	2	3	1	1	Epres	mean	1
36906.610634	2	2	4	1	1	Epres	mean	1
36899.771720	2	2	5	1	1	Epres	mean	1
36916.651736	2	2	6	1	1	Epres	mean	1
36919.251880	2	2	7	1	1	Epres	mean	1
36888.344526	2	2	8	1	1	Epres	mean	1
NaN	2	2	9	1	1	Epres	mean	1
NaN	2	2	10	1	1	Epres	mean	1
37088.931423	2	3	1	1	1	Epres	mean	1
37128.832849	2	3	2	1	1	Epres	mean	1
37033.574992	2	3	3	1	1	Epres	mean	1
37014.154690	2	3	4	1	1	Epres	mean	1
36904.404397	2	3	5	1	1	Epres	mean	1
36917.205716	2	3	6	1	1	Epres	mean	1
36873.365115	2	3	7	1	1	Epres	mean	1
36854.860716	2	3	8	1	1	Epres	mean	1
36910.586021	2	3	9	1	1	Epres	mean	1
36850.585063	2	3	10	1	1	Epres	mean	1
37174.113210	2	4	1	1	1	Epres	mean	1
37159.528734	2	4	2	1	1	Epres	mean	1
37102.256293	2	4	3	1	1	Epres	mean	1
37063.377504	2	4	4	1	1	Epres	mean	1
37009.859354	2	4	5	1	1	Epres	mean	1
36970.660492	2	4	6	1	1	Epres	mean	1
36930.543443	2	4	7	1	1	Epres	mean	1
36952.706372	2	4	8	1	1	Epres	mean	1
36905.805177	2	4	9	1	1	Epres	mean	1
36872.005228	2	4	10	1	1	Epres	mean	1
37027.822896	2	5	1	1	1	Epres	mean	1
36977.448982	2	5	2	1	1	Epres	mean	1
36968.231431	2	5	3	1	1	Epres	mean	1
36965.034788	2	5	4	1	1	Epres	mean	1
36951.257547	2	5	5	1	1	Epres	mean	1
36967.325575	2	5	6	1	1	Epres	mean	1
36946.180275	2	5	7	1	1	Epres	mean	1
36927.108412	2	5	8	1	1	Epres	mean	1
36896.511879	2	5	9	1	1	Epres	mean	1
36904.562488	2	5	10	1	1	Epres	mean	1
36961.115572	2	6	1	1	1	Epres	mean	1
36908.778762	2	6	2	1	1	Epres	mean	1
36881.132989	2	6	3	1	1	Epres	mean	1
36873.986657	2	6	4	1	1	Epres	mean	1
36875.617239	2	6	5	1	1	Epres	mean	1
36865.460714	2	6	6	1	1	Epres	mean	1
36859.644912	2	6	7	1	1	Epres	mean	1
36864.153715	2	6	8	1	1	Epres	mean	1
36862.456214	2	6	9	1	1	Epres	mean	1
36863.964704	2	6	10	1	1	Epres	mean	1
36855.360937	2	7	1	1	1	Epres	mean	1
36775.027294	2	7	2	1	1	Epres	mean	1
36725.317672	2	7	3	1	1	Epres	mean	1
36698.402904	2	7	4	1	1	Epres	mean	1
36691.665632	2	7	5	1	1	Epres	mean	1
36687.307698	2	7	6	1	1	Epres	mean	1
36703.484535	2	7	7	1	1	Epres	mean	1
36712.039517	2	7	8	1	1	Epres	mean	1
36722.800393	2	7	9	1	1	Epres	mean	1
36744.595916	2	7	10	1	1	Epres	mean	1
36708.399732	2	8	1	1	1	Epres	mean	1
36561.297104	2	8	2	1	1	Epres	mean	1
36449.205133	2	8	3	1	1	Epres	mean	1
36393.333861	2	8	4	1	1	Epres	mean	1
36378.970648	2	8	5	1	1	Epres	mean	1
36376.754811	2	8	6	1	1	Epres	mean	1
36419.230274	2	8	7	1	1	Epres	mean	1
36435.583274	2	8	8	1	1	Epres	mean	1
36446.336319	2	8	9	1	1	Epres	mean	1
36458.084927	2	8	10	1	1	Epres	mean	1
36739.111550	2	9	1	1	1	Epres	mean	1
36406.136232	2	9	2	1	1	Epres	mean	1
36189.777174	2	9	3	1	1	Epres	mean	1
36097.445573	2	9	4	1	1	Epres	mean	1
36076.442058	2	9	5	1	1	Epres	mean	1
36113.385268	2	9	6	1	1	Epres	mean	1
36171.109460	2	9	7	1	1	Epres	mean	1
36197.335610	2	9	8	1	1	Epres	mean	1
36143.686171	2	9	9	1	1	Epres	mean	1
36070.871658	2	9	10	1	1	Epres	mean	1
37134.712015	2	10	1	1	1	Epres	mean	1
36604.396072	2	10	2	1	1	Epres	mean	1
36295.773217	2	10	3	1	1	Epres	mean	1
36171.318893	2	10	4	1	1	Epres	mean	1
36191.704914	2	10	5	1	1	Epres	mean	1
36321.229835	2	10	6	1	1	Epres	mean	1
36423.318099	2	10	7	1	1	Epres	mean	1
36378.636001	2	10	8	1	1	Epres	mean	1
36206.439542	2	10	9	1	1	Epres	mean	1
35859.995099	2	10	10	1	1	Epres	mean	1
NaN	3	1	1	1	1	Epres	mean	1
NaN	3	1	2	1	1	Epres	mean	1
NaN	3	1	3	1	1	Epres	mean	1
NaN	3	1	4	1	1	Epres	mean	1
NaN	3	1	5	1	1	Epres	mean	1
NaN	3	1	6	1	1	Epres	mean	1
NaN	3	1	7	1	1	Epres	mean	1
NaN	3	1	8	1	1	Epres	mean	1
NaN	3	1	9	1	1	Epres	mean	1
NaN	3	1	10	1	1	Epres	mean	1
32487.437470	3	2	1	1	1	Epres	mean	1
32312.529210	3	2	2	1	1	Epres	mean	1
32313.691624	3	2	3	1	1	Epres	mean	1
32372.767729	3	2	4	1	1	Epres	mean	1
32273.187101	3	2	5	1	1	Epres	mean	1
32304.848404	3	2	6	1	1	Epres	mean	1
32307.921394	3	2	7	1	1	Epres	mean	1
32322.475569	3	2	8	1	1	Epres	mean	1
32099.691244	3	2	9	1	1	Epres	mean	1
NaN	3	2	10	1	1	Epres	mean	1
32671.068757	3	3	1	1	1	Epres	mean	1
32685.480097	3	3	2	1	1	Epres	mean	1
32658.116106	3	3	3	1	1	Epres	mean	1
32549.051227	3	3	4	1	1	Epres	mean	1
32534.148401	3	3	5	1	1	Epres	mean	1
32521.839692	3	3	6	1	1	Epres	mean	1
32491.391486	3	3	7	1	1	Epres	mean	1
32456.296073	3	3	8	1	1	Epres	mean	1
32481.399532	3	3	9	1	1	Epres	mean	1
32404.469337	3	3	10	1	1	Epres	mean	1
32663.277410	3	4	1	1	1	Epres	mean	1
32665.336443	3	4	2	1	1	Epres	mean	1
32643.805961	3	4	3	1	1	Epres	mean	1
32582.596024	3	4	4	1	1	Epres	mean	1
32607.000997	3	4	5	1	1	Epres	mean	1
32557.164624	3	4	6	1	1	Epres	mean	1
32596.196238	3	4	7	1	1	Epres	mean	1
32609.118660	3	4	8	1	1	Epres	mean	1
32595.297786	3	4	9	1	1	Epres	mean	1
32659.943199	3	4	10	1	1	Epres	mean	1
32788.743826	3	5	1	1	1	Epres	mean	1
32735.843434	3	5	2	1	1	Epres	mean	1
